"ID";"SHOWS";"QUESTION_ID";"MEETING_ID";"VOTING_INFO";"VOTING_SHORT";"VOTE_DATE";"VOTE";"SYS_ID"
"1678";"Prieš";"28503";"11321328";"P. Tamošauskas";"P. Tamošauskas";"2012-06-06 15:22:40";"Prieš";"3"
"1679";"Prieš";"28503";"11321328";"E. Trusevič";"E. Trusevič";"2012-06-06 15:22:40";"Prieš";"3"
"1680";"Prieš";"28503";"11321328";"D. Urbanavičienė";"D. Urbanavičienė";"2012-06-06 15:22:40";"Prieš";"3"
"1681";"Prieš";"28503";"11321328";"V. Urbonavičius";"V. Urbonavičius";"2012-06-06 15:22:40";"Prieš";"3"
"1682";"Susilaikė";"28503";"11321328";"S. Burbienė";"S. Burbienė";"2012-06-06 15:22:40";"Susilaikė";"2"
"1683";"Susilaikė";"28503";"11321328";"I. Jakaitytė";"I. Jakaitytė";"2012-06-06 15:22:40";"Susilaikė";"2"
"1684";"Susilaikė";"28503";"11321328";"Z. Maciejevski";"Z. Maciejevski";"2012-06-06 15:22:40";"Susilaikė";"2"
"1685";"Susilaikė";"28503";"11321328";"G. Sakson";"G. Sakson";"2012-06-06 15:22:40";"Susilaikė";"2"
"1686";"Už";"28459";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:35:22";"Už";"1"
"1687";"Už";"28451";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:36:16";"Už";"1"
"1688";"Už";"28452";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:36:43";"Už";"1"
"1689";"Už";"28453";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:37:04";"Už";"1"
"1690";"Už";"28454";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:37:44";"Už";"1"
"1691";"Už";"28455";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:37:44";"Už";"1"
"1692";"Už";"28456";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:37:49";"Už";"1"
"1693";"Už";"28457";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:39:49";"Už";"1"
"1694";"Už";"28458";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:40:46";"Už";"1"
"1695";"Už";"28461";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:40:46";"Už";"1"
"1696";"Už";"28489";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:40:46";"Už";"1"
"1697";"Už";"28494";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:44:38";"Už";"1"
"1698";"Už";"28474";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:44:38";"Už";"1"
"1699";"Už";"28475";"11321328";"Pirmininkas ";"Pirmininkas ";"2012-06-06 15:53:29";"Už";"1"
"1700";"Už";"28475";"11321328";"R. Adomavičius";"R. Adomavičius";"2012-06-06 15:53:29";"Už";"1"
"1701";"Už";"28475";"11321328";"J. Antanaitis";"J. Antanaitis";"2012-06-06 15:53:29";"Už";"1"
"1702";"Už";"28475";"11321328";"V. Balakin";"V. Balakin";"2012-06-06 15:53:29";"Už";"1"
"1703";"Už";"28475";"11321328";"Š. Birutis";"Š. Birutis";"2012-06-06 15:53:29";"Už";"1"
"1704";"Už";"28475";"11321328";"O. Gorškova";"O. Gorškova";"2012-06-06 15:53:29";"Už";"1"
"1705";"Už";"28475";"11321328";"N. Jagelavičienė";"N. Jagelavičienė";"2012-06-06 15:53:29";"Už";"1"
"1706";"Už";"28475";"11321328";"I. Jakaitytė";"I. Jakaitytė";"2012-06-06 15:53:29";"Už";"1"
"1707";"Už";"28475";"11321328";"J. Juodka";"J. Juodka";"2012-06-06 15:53:29";"Už";"1"
"1708";"Už";"28475";"11321328";"I. Kačinskaitė";"I. Kačinskaitė";"2012-06-06 15:53:29";"Už";"1"
"1709";"Už";"28475";"11321328";"J. Kaminski";"J. Kaminski";"2012-06-06 15:53:29";"Už";"1"
"1710";"Už";"28475";"11321328";"V. Kliukienė";"V. Kliukienė";"2012-06-06 15:53:29";"Už";"1"
"1711";"Už";"28475";"11321328";"V. Kravčionok";"V. Kravčionok";"2012-06-06 15:53:29";"Už";"1"
"1712";"Už";"28475";"11321328";"T. Lavrynovič";"T. Lavrynovič";"2012-06-06 15:53:29";"Už";"1"
"1713";"Už";"28475";"11321328";"I. Litvinovič";"I. Litvinovič";"2012-06-06 15:53:29";"Už";"1"
"1714";"Už";"28475";"11321328";"V. Milėnas";"V. Milėnas";"2012-06-06 15:53:29";"Už";"1"
"1715";"Už";"28475";"11321328";"M. Monkevičius";"M. Monkevičius";"2012-06-06 15:53:29";"Už";"1"
"1716";"Už";"28475";"11321328";"K. Nėnius";"K. Nėnius";"2012-06-06 15:53:29";"Už";"1"
"1717";"Už";"28475";"11321328";"Ž. Savickas";"Ž. Savickas";"2012-06-06 15:53:29";"Už";"1"
"1718";"Už";"28475";"11321328";"N. Šliachtič";"N. Šliachtič";"2012-06-06 15:53:29";"Už";"1"
"1719";"Už";"28475";"11321328";"E. Trusevič";"E. Trusevič";"2012-06-06 15:53:29";"Už";"1"
"1720";"Už";"28475";"11321328";"D. Urbanavičienė";"D. Urbanavičienė";"2012-06-06 15:53:29";"Už";"1"
"1721";"Už";"28475";"11321328";"S. Ursul";"S. Ursul";"2012-06-06 15:53:29";"Už";"1"
"1722";"Už";"28475";"11321328";"A. Zaremba";"A. Zaremba";"2012-06-06 15:53:29";"Už";"1"
"1723";"Prieš";"28475";"11321328";"R. Alekna";"R. Alekna";"2012-06-06 15:53:29";"Prieš";"3"
"1724";"Prieš";"28475";"11321328";"R. Baškienė";"R. Baškienė";"2012-06-06 15:53:29";"Prieš";"3"
"1725";"Prieš";"28475";"11321328";"V. Benkunskas";"V. Benkunskas";"2012-06-06 15:53:29";"Prieš";"3"
"1726";"Prieš";"28475";"11321328";"B. Galinienė";"B. Galinienė";"2012-06-06 15:53:29";"Prieš";"3"
"1727";"Prieš";"28475";"11321328";"P. Kuzmickienė";"P. Kuzmickienė";"2012-06-06 15:53:29";"Prieš";"3"
"1728";"Prieš";"28475";"11321328";"G. Rudžionis";"G. Rudžionis";"2012-06-06 15:53:29";"Prieš";"3"
"1729";"Prieš";"28475";"11321328";"G. Švilpa";"G. Švilpa";"2012-06-06 15:53:29";"Prieš";"3"
"1730";"Prieš";"28475";"11321328";"P. Tamošauskas";"P. Tamošauskas";"2012-06-06 15:53:29";"Prieš";"3"
"1731";"Prieš";"28475";"11321328";"V. Urbonavičius";"V. Urbonavičius";"2012-06-06 15:53:29";"Prieš";"3"
"1732";"Susilaikė";"28475";"11321328";"V. Podolskaitė";"V. Podolskaitė";"2012-06-06 15:53:29";"Susilaikė";"2"
"1733";"Susilaikė";"28475";"11321328";"G. Sakson";"G. Sakson";"2012-06-06 15:53:29";"Susilaikė";"2"
"1734";"Už";"28476";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:55:40";"Už";"1"
"1735";"Už";"28477";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:55:40";"Už";"1"
"1736";"Už";"28478";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:57:04";"Už";"1"
"1737";"Už";"28479";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:57:04";"Už";"1"
"1738";"Už";"28480";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:57:04";"Už";"1"
"1739";"Už";"28481";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:58:45";"Už";"1"
"1740";"Už";"28482";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:58:45";"Už";"1"
"1741";"Už";"28483";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:58:45";"Už";"1"
"1742";"Už";"28484";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 15:58:45";"Už";"1"
"1743";"Už";"28502";"11321328";"R. Adomavičius";"R. Adomavičius";"2012-06-06 16:09:56";"Už";"1"
"1744";"Už";"28502";"11321328";"G. Sakson";"G. Sakson";"2012-06-06 16:09:56";"Už";"1"
"1745";"Už";"28502";"11321328";"I. Kačinskaitė";"I. Kačinskaitė";"2012-06-06 16:09:56";"Už";"1"
"1746";"Už";"28502";"11321328";"J. Antanaitis";"J. Antanaitis";"2012-06-06 16:09:56";"Už";"1"
"1747";"Už";"28502";"11321328";"K. Nėnius";"K. Nėnius";"2012-06-06 16:09:56";"Už";"1"
"1748";"Už";"28502";"11321328";"T. Lavrynovič";"T. Lavrynovič";"2012-06-06 16:09:56";"Už";"1"
"1749";"Už";"28502";"11321328";"V. Kliukienė";"V. Kliukienė";"2012-06-06 16:09:56";"Už";"1"
"1750";"Už";"28502";"11321328";"A. Liudkovski";"A. Liudkovski";"2012-06-06 16:09:56";"Už";"1"
"1751";"Už";"28502";"11321328";"A. Vakarinas";"A. Vakarinas";"2012-06-06 16:09:56";"Už";"1"
"1752";"Už";"28502";"11321328";"A. Zaremba";"A. Zaremba";"2012-06-06 16:09:56";"Už";"1"
"1753";"Už";"28502";"11321328";"D. Urbanavičienė";"D. Urbanavičienė";"2012-06-06 16:09:56";"Už";"1"
"1754";"Už";"28502";"11321328";"E. Trusevič";"E. Trusevič";"2012-06-06 16:09:56";"Už";"1"
"1755";"Už";"28502";"11321328";"J. Juodka";"J. Juodka";"2012-06-06 16:09:56";"Už";"1"
"1756";"Už";"28502";"11321328";"M. Monkevičius";"M. Monkevičius";"2012-06-06 16:09:56";"Už";"1"
"1757";"Už";"28502";"11321328";"Š. Birutis";"Š. Birutis";"2012-06-06 16:09:56";"Už";"1"
"1758";"Už";"28502";"11321328";"V. Milėnas";"V. Milėnas";"2012-06-06 16:09:56";"Už";"1"
"1759";"Už";"28502";"11321328";"Pirmininkas ";"Pirmininkas ";"2012-06-06 16:09:56";"Už";"1"
"1760";"Už";"28502";"11321328";"I. Jakaitytė";"I. Jakaitytė";"2012-06-06 16:09:56";"Už";"1"
"1761";"Už";"28502";"11321328";"K. Zulonas";"K. Zulonas";"2012-06-06 16:09:56";"Už";"1"
"1762";"Už";"28502";"11321328";"N. Jagelavičienė";"N. Jagelavičienė";"2012-06-06 16:09:56";"Už";"1"
"1763";"Už";"28502";"11321328";"N. Šliachtič";"N. Šliachtič";"2012-06-06 16:09:56";"Už";"1"
"1764";"Už";"28502";"11321328";"O. Gorškova";"O. Gorškova";"2012-06-06 16:09:56";"Už";"1"
"1765";"Už";"28502";"11321328";"S. Ursul";"S. Ursul";"2012-06-06 16:09:56";"Už";"1"
"1766";"Už";"28502";"11321328";"V. Balakin";"V. Balakin";"2012-06-06 16:09:56";"Už";"1"
"1767";"Prieš";"28502";"11321328";"V. Benkunskas";"V. Benkunskas";"2012-06-06 16:09:56";"Prieš";"3"
"1768";"Prieš";"28502";"11321328";"J. Kaminski";"J. Kaminski";"2012-06-06 16:09:56";"Prieš";"3"
"1769";"Prieš";"28502";"11321328";"P. Tamošauskas";"P. Tamošauskas";"2012-06-06 16:09:56";"Prieš";"3"
"1770";"Prieš";"28502";"11321328";"R. Alekna";"R. Alekna";"2012-06-06 16:09:56";"Prieš";"3"
"1771";"Prieš";"28502";"11321328";"R. Baškienė";"R. Baškienė";"2012-06-06 16:09:56";"Prieš";"3"
"1772";"Prieš";"28502";"11321328";"V. Urbonavičius";"V. Urbonavičius";"2012-06-06 16:09:56";"Prieš";"3"
"1773";"Prieš";"28502";"11321328";"B. Galinienė";"B. Galinienė";"2012-06-06 16:09:56";"Prieš";"3"
"1774";"Prieš";"28502";"11321328";"G. Švilpa";"G. Švilpa";"2012-06-06 16:09:56";"Prieš";"3"
"1775";"Prieš";"28502";"11321328";"P. Kuzmickienė";"P. Kuzmickienė";"2012-06-06 16:09:56";"Prieš";"3"
"1776";"Susilaikė";"28502";"11321328";"V. Podolskaitė";"V. Podolskaitė";"2012-06-06 16:09:56";"Susilaikė";"2"
"1777";"Susilaikė";"28502";"11321328";"A. Juocevičius";"A. Juocevičius";"2012-06-06 16:09:56";"Susilaikė";"2"
"1778";"Susilaikė";"28502";"11321328";"J. Kvetkovskij";"J. Kvetkovskij";"2012-06-06 16:09:56";"Susilaikė";"2"
"1779";"Susilaikė";"28502";"11321328";"S. Burbienė";"S. Burbienė";"2012-06-06 16:09:56";"Susilaikė";"2"
"1780";"Už";"28485";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 16:11:28";"Už";"1"
"1781";"Už";"28486";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 16:11:40";"Už";"1"
"1782";"Už";"28487";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 16:12:08";"Už";"1"
"1783";"Už";"28498";"11321328";"Pirmininkas";"Pirmininkas";"2012-06-06 16:22:17";"Už";"1"
"1784";"Už";"28500";"11321328";"R. Adomavičius";"R. Adomavičius";"2012-06-06 16:26:42";"Už";"1"
"1785";"Už";"28500";"11321328";"G. Sakson";"G. Sakson";"2012-06-06 16:26:42";"Už";"1"
"1786";"Už";"28500";"11321328";"J. Antanaitis";"J. Antanaitis";"2012-06-06 16:26:42";"Už";"1"
"1787";"Už";"28500";"11321328";"K. Nėnius";"K. Nėnius";"2012-06-06 16:26:42";"Už";"1"
"1788";"Už";"28500";"11321328";"T. Lavrynovič";"T. Lavrynovič";"2012-06-06 16:26:42";"Už";"1"
"1789";"Už";"28500";"11321328";"V. Kliukienė";"V. Kliukienė";"2012-06-06 16:26:42";"Už";"1"
"1790";"Už";"28500";"11321328";"V. Kravčionok";"V. Kravčionok";"2012-06-06 16:26:42";"Už";"1"
"1791";"Už";"28500";"11321328";"A. Vakarinas";"A. Vakarinas";"2012-06-06 16:26:42";"Už";"1"
"1792";"Už";"28500";"11321328";"D. Urbanavičienė";"D. Urbanavičienė";"2012-06-06 16:26:42";"Už";"1"
"1793";"Už";"28500";"11321328";"E. Trusevič";"E. Trusevič";"2012-06-06 16:26:42";"Už";"1"
"1794";"Už";"28500";"11321328";"I. Litvinovič";"I. Litvinovič";"2012-06-06 16:26:42";"Už";"1"
"1795";"Už";"28500";"11321328";"J. Juodka";"J. Juodka";"2012-06-06 16:26:42";"Už";"1"
"1796";"Už";"28500";"11321328";"J. Kaminski";"J. Kaminski";"2012-06-06 16:26:42";"Už";"1"
"1797";"Už";"28500";"11321328";"J. Kvetkovskij";"J. Kvetkovskij";"2012-06-06 16:26:42";"Už";"1"
"1798";"Už";"28500";"11321328";"M. Monkevičius";"M. Monkevičius";"2012-06-06 16:26:42";"Už";"1"
"1799";"Už";"28500";"11321328";"V. Milėnas";"V. Milėnas";"2012-06-06 16:26:42";"Už";"1"
"1800";"Už";"28500";"11321328";"Z. Maciejevski";"Z. Maciejevski";"2012-06-06 16:26:42";"Už";"1"
"1801";"Už";"28500";"11321328";"Ž. Savickas";"Ž. Savickas";"2012-06-06 16:26:42";"Už";"1"
"1802";"Už";"28500";"11321328";"Pirmininkas ";"Pirmininkas ";"2012-06-06 16:26:42";"Už";"1"
"1803";"Už";"28500";"11321328";"I. Jakaitytė";"I. Jakaitytė";"2012-06-06 16:26:42";"Už";"1"
"1804";"Už";"28500";"11321328";"S. Burbienė";"S. Burbienė";"2012-06-06 16:26:42";"Už";"1"
"1805";"Už";"28500";"11321328";"V. Balakin";"V. Balakin";"2012-06-06 16:26:42";"Už";"1"
"1806";"Prieš";"28500";"11321328";"G. Rudžionis";"G. Rudžionis";"2012-06-06 16:26:42";"Prieš";"3"
"1807";"Prieš";"28500";"11321328";"V. Benkunskas";"V. Benkunskas";"2012-06-06 16:26:42";"Prieš";"3"
"1808";"Prieš";"28500";"11321328";"V. Podolskaitė";"V. Podolskaitė";"2012-06-06 16:26:42";"Prieš";"3"
"1809";"Prieš";"28500";"11321328";"A. Juocevičius";"A. Juocevičius";"2012-06-06 16:26:42";"Prieš";"3"
"1810";"Prieš";"28500";"11321328";"A. Zaremba";"A. Zaremba";"2012-06-06 16:26:42";"Prieš";"3"
"1811";"Prieš";"28500";"11321328";"P. Tamošauskas";"P. Tamošauskas";"2012-06-06 16:26:42";"Prieš";"3"
"1812";"Prieš";"28500";"11321328";"R. Alekna";"R. Alekna";"2012-06-06 16:26:42";"Prieš";"3"
"1813";"Prieš";"28500";"11321328";"R. Baškienė";"R. Baškienė";"2012-06-06 16:26:42";"Prieš";"3"
"1814";"Prieš";"28500";"11321328";"Š. Birutis";"Š. Birutis";"2012-06-06 16:26:42";"Prieš";"3"
"1815";"Prieš";"28500";"11321328";"V. Urbonavičius";"V. Urbonavičius";"2012-06-06 16:26:42";"Prieš";"3"
"1816";"Prieš";"28500";"11321328";"B. Galinienė";"B. Galinienė";"2012-06-06 16:26:42";"Prieš";"3"
"1817";"Prieš";"28500";"11321328";"G. Švilpa";"G. Švilpa";"2012-06-06 16:26:42";"Prieš";"3"
"1818";"Prieš";"28500";"11321328";"N. Jagelavičienė";"N. Jagelavičienė";"2012-06-06 16:26:42";"Prieš";"3"
"1819";"Prieš";"28500";"11321328";"N. Šliachtič";"N. Šliachtič";"2012-06-06 16:26:42";"Prieš";"3"
"1820";"Prieš";"28500";"11321328";"P. Kuzmickienė";"P. Kuzmickienė";"2012-06-06 16:26:42";"Prieš";"3"
"1821";"Prieš";"28500";"11321328";"S. Ursul";"S. Ursul";"2012-06-06 16:26:42";"Prieš";"3"
"1822";"Susilaikė";"28500";"11321328";"K. Zulonas";"K. Zulonas";"2012-06-06 16:26:42";"Susilaikė";"2"
"1823";"Už";"28584";"11405539";"Pirmininkas";"Pirmininkas";"2012-06-20 14:05:52";"Už";"1"
"1824";"Už";"28585";"11405539";"Pirmininkas";"Pirmininkas";"2012-06-20 14:13:22";"Už";"1"
"1825";"Už";"28525";"11405539";"Pirmininkas ";"Pirmininkas ";"2012-06-20 14:21:04";"Už";"1"
"1826";"Už";"28525";"11405539";"R. Adomavičius";"R. Adomavičius";"2012-06-20 14:21:04";"Už";"1"
"1827";"Už";"28525";"11405539";"J. Antanaitis";"J. Antanaitis";"2012-06-20 14:21:04";"Už";"1"
"1828";"Už";"28525";"11405539";"V. Balakin";"V. Balakin";"2012-06-20 14:21:04";"Už";"1"
"1829";"Už";"28525";"11405539";"Š. Birutis";"Š. Birutis";"2012-06-20 14:21:04";"Už";"1"
"1830";"Už";"28525";"11405539";"O. Gorškova";"O. Gorškova";"2012-06-20 14:21:04";"Už";"1"
"1831";"Už";"28525";"11405539";"J. Grigutienė";"J. Grigutienė";"2012-06-20 14:21:04";"Už";"1"
"1832";"Už";"28525";"11405539";"N. Jagelavičienė";"N. Jagelavičienė";"2012-06-20 14:21:04";"Už";"1"
"1833";"Už";"28525";"11405539";"I. Jakaitytė";"I. Jakaitytė";"2012-06-20 14:21:04";"Už";"1"
"1834";"Už";"28525";"11405539";"J. Juodka";"J. Juodka";"2012-06-20 14:21:04";"Už";"1"
"1835";"Už";"28525";"11405539";"I. Kačinskaitė";"I. Kačinskaitė";"2012-06-20 14:21:04";"Už";"1"
"1836";"Už";"28525";"11405539";"J. Kaminski";"J. Kaminski";"2012-06-20 14:21:04";"Už";"1"
"1837";"Už";"28525";"11405539";"V. Kliukienė";"V. Kliukienė";"2012-06-20 14:21:04";"Už";"1"
"1838";"Už";"28525";"11405539";"J. Kvetkovskij";"J. Kvetkovskij";"2012-06-20 14:21:04";"Už";"1"
"1839";"Už";"28525";"11405539";"T. Lavrynovič";"T. Lavrynovič";"2012-06-20 14:21:04";"Už";"1"
"1840";"Už";"28525";"11405539";"A. Liudkovski";"A. Liudkovski";"2012-06-20 14:21:04";"Už";"1"
"1841";"Už";"28525";"11405539";"Z. Maciejevski";"Z. Maciejevski";"2012-06-20 14:21:04";"Už";"1"
"1842";"Už";"28525";"11405539";"D. Maskoliūnas";"D. Maskoliūnas";"2012-06-20 14:21:04";"Už";"1"
"1843";"Už";"28525";"11405539";"V. Milėnas";"V. Milėnas";"2012-06-20 14:21:04";"Už";"1"
"1844";"Už";"28525";"11405539";"M. Monkevičius";"M. Monkevičius";"2012-06-20 14:21:04";"Už";"1"
"1845";"Už";"28525";"11405539";"P. Nausėda";"P. Nausėda";"2012-06-20 14:21:04";"Už";"1"
"1846";"Už";"28525";"11405539";"K. Nėnius";"K. Nėnius";"2012-06-20 14:21:04";"Už";"1"
"1847";"Už";"28525";"11405539";"J. Pinskus";"J. Pinskus";"2012-06-20 14:21:04";"Už";"1"
"1848";"Už";"28525";"11405539";"G. Sakson";"G. Sakson";"2012-06-20 14:21:04";"Už";"1"
"1849";"Už";"28525";"11405539";"Ž. Savickas";"Ž. Savickas";"2012-06-20 14:21:04";"Už";"1"
"1850";"Už";"28525";"11405539";"E. Stanišauskas";"E. Stanišauskas";"2012-06-20 14:21:04";"Už";"1"
"1851";"Už";"28525";"11405539";"E. Trusevič";"E. Trusevič";"2012-06-20 14:21:04";"Už";"1"
"1852";"Už";"28525";"11405539";"D. Urbanavičienė";"D. Urbanavičienė";"2012-06-20 14:21:04";"Už";"1"
"1853";"Už";"28525";"11405539";"A. Vakarinas";"A. Vakarinas";"2012-06-20 14:21:04";"Už";"1"
"1854";"Už";"28525";"11405539";"R. Vanagaitė";"R. Vanagaitė";"2012-06-20 14:21:04";"Už";"1"
"1855";"Už";"28525";"11405539";"A. Zaremba";"A. Zaremba";"2012-06-20 14:21:04";"Už";"1"
"1856";"Prieš";"28525";"11405539";"R. Alekna";"R. Alekna";"2012-06-20 14:21:04";"Prieš";"3"
"1857";"Prieš";"28525";"11405539";"R. Baškienė";"R. Baškienė";"2012-06-20 14:21:04";"Prieš";"3"
"1858";"Prieš";"28525";"11405539";"B. Galinienė";"B. Galinienė";"2012-06-20 14:21:04";"Prieš";"3"
"1859";"Prieš";"28525";"11405539";"A. Juocevičius";"A. Juocevičius";"2012-06-20 14:21:04";"Prieš";"3"
"1860";"Prieš";"28525";"11405539";"V. Podolskaitė";"V. Podolskaitė";"2012-06-20 14:21:04";"Prieš";"3"
"1861";"Prieš";"28525";"11405539";"G. Rudžionis";"G. Rudžionis";"2012-06-20 14:21:04";"Prieš";"3"
"1862";"Prieš";"28525";"11405539";"G. Švilpa";"G. Švilpa";"2012-06-20 14:21:04";"Prieš";"3"
"1863";"Prieš";"28525";"11405539";"A. Strelčiūnas";"A. Strelčiūnas";"2012-06-20 14:21:04";"Prieš";"3"
"1864";"Prieš";"28525";"11405539";"P. Tamošauskas";"P. Tamošauskas";"2012-06-20 14:21:04";"Prieš";"3"
"1865";"Prieš";"28525";"11405539";"V. Urbonavičius";"V. Urbonavičius";"2012-06-20 14:21:04";"Prieš";"3"
"1866";"Susilaikė";"28525";"11405539";"V. Benkunskas";"V. Benkunskas";"2012-06-20 14:21:04";"Susilaikė";"2"
"1867";"Susilaikė";"28525";"11405539";"B. Cicėnas";"B. Cicėnas";"2012-06-20 14:21:04";"Susilaikė";"2"
"1868";"Susilaikė";"28525";"11405539";"P. Kuzmickienė";"P. Kuzmickienė";"2012-06-20 14:21:04";"Susilaikė";"2"
"1869";"Susilaikė";"28525";"11405539";"K. Zulonas";"K. Zulonas";"2012-06-20 14:21:04";"Susilaikė";"2"
"1870";"Už";"28549";"11405539";"Pirmininkas";"Pirmininkas";"2012-06-20 14:22:00";"Už";"1"
"1871";"Už";"28506";"11405539";"E. Stanišauskas";"E. Stanišauskas";"2012-06-20 14:25:52";"Už";"1"
"1872";"Už";"28506";"11405539";"I. Kačinskaitė";"I. Kačinskaitė";"2012-06-20 14:25:52";"Už";"1"
"1873";"Už";"28506";"11405539";"J. Antanaitis";"J. Antanaitis";"2012-06-20 14:25:52";"Už";"1"
"1874";"Už";"28506";"11405539";"K. Nėnius";"K. Nėnius";"2012-06-20 14:25:52";"Už";"1"
"1875";"Už";"28506";"11405539";"T. Lavrynovič";"T. Lavrynovič";"2012-06-20 14:25:52";"Už";"1"
"1876";"Už";"28506";"11405539";"V. Kliukienė";"V. Kliukienė";"2012-06-20 14:25:52";"Už";"1"
"1877";"Už";"28506";"11405539";"A. Vakarinas";"A. Vakarinas";"2012-06-20 14:25:52";"Už";"1"
"1878";"Už";"28506";"11405539";"A. Zaremba";"A. Zaremba";"2012-06-20 14:25:52";"Už";"1"
"1879";"Už";"28506";"11405539";"D. Urbanavičienė";"D. Urbanavičienė";"2012-06-20 14:25:52";"Už";"1"
"1880";"Už";"28506";"11405539";"J. Juodka";"J. Juodka";"2012-06-20 14:25:52";"Už";"1"
"1881";"Už";"28506";"11405539";"J. Kaminski";"J. Kaminski";"2012-06-20 14:25:52";"Už";"1"
"1882";"Už";"28506";"11405539";"J. Kvetkovskij";"J. Kvetkovskij";"2012-06-20 14:25:52";"Už";"1"
"1883";"Už";"28506";"11405539";"M. Monkevičius";"M. Monkevičius";"2012-06-20 14:25:52";"Už";"1"
"1884";"Už";"28506";"11405539";"P. Nausėda";"P. Nausėda";"2012-06-20 14:25:52";"Už";"1"
"1885";"Už";"28506";"11405539";"Š. Birutis";"Š. Birutis";"2012-06-20 14:25:52";"Už";"1"
"1886";"Už";"28506";"11405539";"V. Milėnas";"V. Milėnas";"2012-06-20 14:25:52";"Už";"1"
"1887";"Už";"28506";"11405539";"Ž. Savickas";"Ž. Savickas";"2012-06-20 14:25:52";"Už";"1"
"1888";"Už";"28506";"11405539";"Pirmininkas ";"Pirmininkas ";"2012-06-20 14:25:52";"Už";"1"
"1889";"Už";"28506";"11405539";"D. Maskoliūnas";"D. Maskoliūnas";"2012-06-20 14:25:52";"Už";"1"
"1890";"Už";"28506";"11405539";"I. Jakaitytė";"I. Jakaitytė";"2012-06-20 14:25:52";"Už";"1"
"1891";"Už";"28506";"11405539";"J. Grigutienė";"J. Grigutienė";"2012-06-20 14:25:52";"Už";"1"
"1892";"Už";"28506";"11405539";"J. Pinskus";"J. Pinskus";"2012-06-20 14:25:52";"Už";"1"
"1893";"Už";"28506";"11405539";"N. Jagelavičienė";"N. Jagelavičienė";"2012-06-20 14:25:52";"Už";"1"
"1894";"Už";"28506";"11405539";"N. Šliachtič";"N. Šliachtič";"2012-06-20 14:25:52";"Už";"1"
"1895";"Už";"28506";"11405539";"O. Gorškova";"O. Gorškova";"2012-06-20 14:25:52";"Už";"1"
"1896";"Už";"28506";"11405539";"R. Vanagaitė";"R. Vanagaitė";"2012-06-20 14:25:52";"Už";"1"
"1897";"Už";"28506";"11405539";"S. Burbienė";"S. Burbienė";"2012-06-20 14:25:52";"Už";"1"
"1898";"Už";"28506";"11405539";"S. Ursul";"S. Ursul";"2012-06-20 14:25:52";"Už";"1"
"1899";"Už";"28506";"11405539";"V. Balakin";"V. Balakin";"2012-06-20 14:25:52";"Už";"1"
"1900";"Prieš";"28506";"11405539";"V. Benkunskas";"V. Benkunskas";"2012-06-20 14:25:52";"Prieš";"3"
"1901";"Prieš";"28506";"11405539";"V. Podolskaitė";"V. Podolskaitė";"2012-06-20 14:25:52";"Prieš";"3"
"1902";"Prieš";"28506";"11405539";"A. Juocevičius";"A. Juocevičius";"2012-06-20 14:25:52";"Prieš";"3"
"1903";"Prieš";"28506";"11405539";"A. Strelčiūnas";"A. Strelčiūnas";"2012-06-20 14:25:52";"Prieš";"3"
"1904";"Prieš";"28506";"11405539";"P. Tamošauskas";"P. Tamošauskas";"2012-06-20 14:25:52";"Prieš";"3"
"1905";"Prieš";"28506";"11405539";"R. Alekna";"R. Alekna";"2012-06-20 14:25:52";"Prieš";"3"
"1906";"Prieš";"28506";"11405539";"R. Baškienė";"R. Baškienė";"2012-06-20 14:25:52";"Prieš";"3"
"1907";"Prieš";"28506";"11405539";"V. Urbonavičius";"V. Urbonavičius";"2012-06-20 14:25:52";"Prieš";"3"
"1908";"Prieš";"28506";"11405539";"B. Galinienė";"B. Galinienė";"2012-06-20 14:25:52";"Prieš";"3"
